類別編號,搜尋關鍵字,城市,景點名稱,Google 星級,評論數,地址
F2,步道,新北市,烏塗溪步道,4.4,516,223新北市石碇區碇格路一段
F2,步道,新北市,鶯歌山水步道,4.5,539,239新北市鶯歌區環河路
F2,步道,新北市,小粗坑步道,4.4,107,231新北市新店區小粗坑路
F2,步道,新北市,北勢溪觀魚步道,4.4,238,232新北市坪林區
F2,步道,新北市,火焰山｜青源山,4.5,213,236新北市土城區永和街103號旁登山步道進入
F2,步道,新北市,獅頭山登山步道,4.2,447,231新北市新店區
F2,步道,新北市,大尖山,4.6,805,221新北市汐止區
F2,步道,新北市,獅頭山登山步道,4.5,1157,208新北市金山區溫泉路
F2,步道,新北市,小獅山,4.3,297,231新北市新店區
F2,步道,新北市,碧龍宮登山步道,4.4,167,239新北市鶯歌區
F2,步道,新北市,新店渡口文學步道,4.1,268,231新北市新店區
F2,步道,新北市,文筆山,4.2,366,236新北市土城區石門路
F2,步道,新北市,樟腦寮步道,4.2,121,242新北市新莊區
F2,瀑布,新北市,十分瀑布,4.5,27737,226新北市平溪區乾坑10號
F2,瀑布,新北市,烏來瀑布,4.3,17899,233新北市烏來區瀑布路16號
F2,瀑布,新北市,雲森瀑布,4.6,2446,237新北市三峽區中坑產業道路237號
F2,瀑布,新北市,望古瀑布,4.4,2030,226新北市平溪區
F2,瀑布,新北市,炮子崙瀑布(四龍瀑布),4.3,1015,222新北市深坑區
F2,瀑布,新北市,黃金瀑布,4.4,13303,224新北市瑞芳區金水公路
F2,瀑布,新北市,嶺腳瀑布,4.1,2064,226新北市平溪區
F2,瀑布,新北市,姜子寮瀑布,4.3,674,221新北市汐止區
F2,瀑布,新北市,摩天瀑布,4.5,327,"224新北市瑞芳區25°03'47. 121°48'19 No. 6""N明燈路一段"
F2,瀑布,新北市,茄苳瀑布,4.3,617,221新北市汐止區茄福街237號
F2,瀑布,新北市,十分瀑布步道,4.4,1087,226新北市平溪區南山里乾坑路10號
F2,瀑布,新北市,蘭吼瀑布,4.4,557,233新北市烏來區
F2,瀑布,新北市,秀峰瀑布,4.1,407,221新北市汐止區
F2,瀑布,新北市,灰窯瀑布,4.4,368,"Unnamed Rd,, 平溪區新北市226"
F2,瀑布,新北市,十分瀑布公園,4.6,407,新北市平溪區
F2,瀑布,新北市,枇杷洞瀑布,4.5,726,224新北市瑞芳區
F2,瀑布,新北市,合谷瀑布,4.4,188,224新北市瑞芳區
F2,瀑布,新北市,三貂嶺瀑布群觀瀑台,4.5,1074,224新北市瑞芳區
F2,瀑布,新北市,五重溪瀑布,4.6,252,233新北市烏來區
F2,瀑布,新北市,小錐麓古道,4.6,276,224新北市瑞芳區
F2,瀑布,新北市,幼坑瀑布,4.4,200,226新北市平溪區
F2,瀑布,新北市,望古賞瀑步道,4.5,110,226新北市平溪區
F2,瀑布,新北市,東眼瀑布,4.2,548,237新北市三峽區北114鄉道218號
F2,瀑布,新北市,姐妹瀑布,4.4,219,237新北市三峽區
F2,瀑布,新北市,眼鏡洞,4.2,483,226新北市平溪區
F2,瀑布,新北市,老梅瀑布,4.3,105,252新北市石門區
F2,瀑布,新北市,夢幻瀑布,4.1,106,224新北市瑞芳區魚寮路
F2,瀑布,新北市,大鬼瀑布,4.7,117,224新北市瑞芳區
F2,瀑布,新北市,勇士廣場,4.4,189,233新北市烏來區瀑布路16號號
F2,野生動物保護區,新北市,新北市政府動物保護防疫處,3.1,273,220新北市板橋區四川路一段157巷2號
F2,野生動物保護區,新北市,社團法人中華民國保護動物協會所屬八里保育場,4.6,175,249新北市八里區四鄰16-5號
F2,野生動物保護區,新北市,新北市中和公立動物之家,4.6,791,235新北市中和區興南路三段100號
F2,野生動物保護區,新北市,板橋動物之家,4.4,1432,220新北市板橋區板城路28-1號
F2,野生動物保護區,新北市,社團法人中華親善動物保護協會,4.6,105,248新北市五股區外寮路9號C棟
F2,野生動物保護區,新北市,五股區公立動物之家,4.5,642,248新北市五股區外寮路9-9號
F2,野生動物保護區,新北市,台灣流浪兔保護協會,4.7,348,235新北市中和區民享街6號2樓
F2,野生動物保護區,新北市,新店動物之家,4.5,206,231新北市新店區安泰路235號
F2,野生動物保護區,新北市,淡水動物之家,4.0,157,251新北市淡水區下圭柔山91-3號
F2,野生動物保護區,新北市,張媽媽流浪動物之家（因園區人力不足，若電話未接通請私訊臉書或官方LINE）,4.7,153,226新北市平溪區
F2,野生動物保護區,新北市,瑞芳動物之家,4.7,136,224新北市瑞芳區中坑路3號
F3,夜店,新北市,KI KI CO CO,4.8,1104,220新北市板橋區公園街34巷6號
F3,夜店,新北市,Night&Night Lounge Bar (生啤酒、各式調酒、美味餐點提供),4.7,267,242新北市新莊區新莊路395號
F3,夜店,新北市,The I-tipsy 愛微醺餐酒館,4.6,484,242新北市新莊區中正路879號
F3,夜店,新北市,人文工坊/板橋美食/板橋酒吧/板橋餐廳/板橋餐酒館,4.3,863,220新北市板橋區公園街34巷26號B1
F3,夜店,新北市,Drunken Moon,4.9,264,220050新北市板橋區西門街34號
F3,夜店,新北市,聚匯複合式卡拉酒吧,4.9,220,220新北市板橋區中山路一段二號2
F3,夜店,新北市,Liquor Lounge,4.8,197,242新北市新莊區復興路二段3號2樓
F3,酒吧,新北市,Muse ｜餐飲飛鏢吧推薦｜微醺餐聚空間｜板橋,4.9,455,220新北市板橋區長江路二段126號1樓
F3,酒吧,新北市,來吧sunset南洋風暢飲餐酒館 | 板橋酒吧 | 板橋餐酒館 | 約會推薦 | 板橋車站美食 | 聚餐推薦,4.9,2406,220新北市板橋區縣民大道二段122號
F3,酒吧,新北市,安靜小酒館（訂位請洽IG）,5.0,355,220新北市板橋區民權路202巷7弄2-3號號
F3,酒吧,新北市,1997壹玖酒柒|啤酒｜生啤｜調酒｜酒吧｜Bar | 炸物｜水餃｜宵夜｜三重酒吧推薦｜1997bar｜,5.0,1175,241新北市三重區中央北路15巷13號
F3,酒吧,新北市,書局酒吧 l Bar in Book,4.8,577,220新北市板橋區民生路三段140號
F3,酒吧,新北市,1988餐館|暢飲,4.9,136,220新北市板橋區中山路一段29號縣民大道 (捷運府中站2號出口左斜對面大門在後方1樓
F3,酒吧,新北市,90's Dining Bar 酒食人餐酒館 人氣酒吧 手沖咖啡 下午茶 人氣早午餐 板橋美食 新北餐酒館 聚餐餐廳 生日慶生,4.7,1311,220新北市板橋區中山路一段124號
F3,酒吧,新北市,海神弄局餐酒吧 飛鏢酒吧 各式調酒 聚會首選,4.9,1174,234新北市永和區保平路188號
F3,酒吧,新北市,Chennel 1 bar,5.0,145,220新北市板橋區板新路119號
F3,酒吧,新北市,Lane 72 Bistro 英式餐酒館《板橋店》酒吧/餐廳/早午餐/生啤/聚餐/駐唱/包場/Bar/Draft Beer,4.8,1522,220新北市板橋區松江街74號
F3,酒吧,新北市,Answer 安森,5.0,2659,242新北市新莊區中正路490號
F3,酒吧,新北市,印相餐酒 Tales in Focus Bistro Bar,4.9,313,220新北市板橋區板新路127號1F
F3,酒吧,新北市,Wine Dirty Bar/漫步coffee | 三重酒吧/駐唱酒吧/音樂餐酒館/咖啡廳,4.9,344,241新北市三重區民生街3號1樓
F3,酒吧,新北市,Aurora Star Bar ｜極光之星,4.9,632,241新北市三重區集美街188號
F3,酒吧,新北市,月餐酒館,4.9,2045,220新北市板橋區中山路一段35號2F
F3,酒吧,新北市,9% 酒趴串燒Restaurant&Bar,4.7,1106,220新北市板橋區文化路二段357號
F3,酒吧,新北市,日蝕餐酒Eclipse Bistro and Bar－新北新莊餐酒館｜特色調酒｜約會酒吧推薦｜美食宵夜｜捷運新莊站附近,4.9,298,242新北市新莊區新莊路236號1樓
F3,酒吧,新北市,Bar千手,4.8,106,235新北市中和區安平路109號
F3,酒吧,新北市,汲寂 • Bar Jijin,4.9,151,238新北市樹林區學勤路462號
F3,酒吧,新北市,左轉靠右咖啡酒吧｜新莊酒吧｜新莊咖啡廳｜新莊美食,4.6,492,242新北市新莊區福慧路6-1號
F3,酒吧,新北市,鹿餐酒館 串燒燒烤 飛鏢酒吧 餐廳 居酒屋,5.0,1264,234新北市永和區永貞路71號
F3,酒吧,新北市,暖流 WarmFlow,4.7,480,220新北市板橋區觀光街56-1號
F3,酒吧,新北市,M9音樂餐酒館,4.8,1168,235新北市中和區建一路100號1樓
F3,酒吧,新北市,Wood Bistro 木餐酒館,4.7,259,220新北市板橋區民生路二段226巷12號1樓
F3,酒吧,新北市,閣樓餐酒館ABV Bar & Kitchen 板橋府中店,4.7,6288,220新北市板橋區府中路67號12樓
F3,酒吧,新北市,花酒間 Cocktail Bar 雞尾酒吧,4.9,219,237新北市三峽區三樹路69號
F3,酒吧,新北市,Glad歌勒藝文,4.9,598,241新北市三重區中央北路89巷1號
F3,酒吧,新北市,微醺吉他tipsy guitar民歌音樂酒吧,5.0,849,251新北市淡水區中正路7號2樓
F3,酒吧,新北市,H&W Restaurant and Bar,4.3,611,231新北市新店區北新路三段65巷5號
F3,酒吧,新北市,九半商事,4.8,133,220新北市板橋區文化路一段219-5號2樓
F3,酒吧,新北市,Drunk House （餐酒館）餐廳酒吧推薦｜義大利麵｜三杯雞燉飯｜炸物拼盤｜打飛鏢｜餐酒｜飛鏢機｜聚餐｜｜調酒｜啤酒｜慶生派對｜工商聚會｜派對｜餐飲｜打卡｜飲料｜,5.0,1381,242新北市新莊區中正路612號
F3,酒吧,新北市,Village Bistro 村餐酒館,4.8,123,24250新北市新莊區思源路311號1樓
F3,酒吧,新北市,Unicorn Cafe & Bar 餐酒館 ｜ 下午茶 ｜ 咖啡 ｜ 甜點 ｜ 酒吧 ｜包場,4.7,168,242新北市新莊區思源路482號
F3,酒吧,新北市,LJ1991餐酒吧,4.8,1006,241新北市三重區集美街188號
F3,酒吧,新北市,樹下餐酒,4.8,1118,"251新北市淡水區北新路182巷20,22號"
F3,酒吧,新北市,The 41 Bistro 英式餐酒館《永和店》酒吧/生啤/餐廳/聚餐/駐唱/包場/Bar/Draft Beer,4.7,1316,234新北市永和區得和路41號
F3,酒吧,新北市,Catmint Cafe & Bar 貓草餐酒館,4.7,369,235新北市中和區安平路190號
F3,酒吧,新北市,Test No.100,4.9,170,251新北市淡水區水源街二段100號1樓
F3,酒吧,新北市,VOGUE 2 Bistro｜早咖晚酒｜歐客佬精品咖啡｜餐酒館｜現場駐唱｜Bar｜運動賽事｜葡萄酒｜,4.9,722,234新北市永和區中山路一段26號
F3,酒吧,新北市,BRAVO BAR｜板橋酒吧 | 飛鏢｜調酒｜生啤｜賽事直播,4.4,119,220新北市板橋區貴興路114號
F3,酒吧,新北市,多崎作大酒家 The Ferrymen,4.9,218,251新北市淡水區中正路328號1樓
F3,酒吧,新北市,逃生入口Exit Bar,4.9,377,234新北市永和區永貞路75號
F3,酒吧,新北市,暫時飲所TEMPbar,4.8,295,234新北市永和區中正路640號
F3,Live House,新北市,樂放音樂展演空間 Le Funky House,4.7,200,251新北市淡水區中正路22巷1之1號
F3,Live House,新北市,Zepp New Taipei,4.7,2460,242新北市新莊區新北大道四段3號8樓
F3,Live House,新北市,巢穴 The Lair,5.0,252,231新北市新店區力行路40號
F3,Live House,新北市,摩德動物美式餐館音樂酒吧,4.4,244,235新北市中和區安和路35號
F3,Live House,新北市,510 音樂酒BAR/飛鏢酒吧/音樂小酒館/音樂餐廳｜台北美食料理餐廳｜台北餐酒館｜台北聚餐｜台北團體聚餐｜在地嚮導評論家【 五星好感度推薦品牌】,4.6,261,241新北市三重區仁愛街300號地下1樓
F3,Live House,新北市,暢唱咖啡餐坊ChantChantCafe｜聚餐包場｜音樂餐廳｜泰風小火鍋,4.8,781,241新北市三重區重陽路一段43巷27號
F3,演唱會場地,新北市,新北市政府多功能集會堂,4.3,1251,220新北市板橋區中山路一段161號3樓
F3,演唱會場地,新北市,新北市藝文中心演藝廳,4.6,157,220新北市板橋區莊敬路62號
F3,演唱會場地,新北市,曲羨空間-新北中和20人場地租借/包場/小型室內場租/空間租借 慶生/生日派對/寵物友善/唱歌/活動/展演/直播/講座課程/周歲/新生兒派對/性別派對/抓周/求婚場地/會議/發表會/藝術活動 費用價格推薦 PTT Dcard,5.0,101,235新北市中和區景安路132巷7號2樓
F3,演唱會場地,新北市,板橋民權202共享空間_板橋空間租借｜板橋場地租借｜板橋會議室租借｜講座場地租借｜時租會議室｜活動場地｜空間租借推薦｜,4.9,105,220新北市板橋區民權路202巷7弄2號B1F
F3,演唱會場地,新北市,新北市藝文中心,4.3,1969,220新北市板橋區莊敬路62號
F3,演唱會場地,新北市,四號公園(八二三紀念公園)文創,4.5,184,235新北市中和區中安街85號B1
F3,演唱會場地,新北市,新北市工商展覽中心,4.0,5997,248新北市五股區五權路1號
F3,演唱會場地,新北市,板橋第一運動場,4.3,3885,220新北市板橋區漢生東路278號
F3,演唱會場地,新北市,台北矽谷國際會議中心,4.1,1396,231新北市新店區北新路三段223號2樓
F3,演唱會場地,新北市,新北市八里區龍米市民活動中心,4.1,106,249新北市八里區龍米路一段223號
F3,演唱會場地,新北市,板橋體育館,4.2,1085,220新北市板橋區中正路8號
F3,演唱會場地,新北市,新北市永和區國父紀念館,4.1,757,234新北市永和區竹林路202號
F3,演唱會場地,新北市,新北市永和區公所永安市民活動中心,4.1,121,234新北市永和區安樂路431號
F3,演唱會場地,新北市,板橋放送所,4.2,806,220新北市板橋區民族路130巷67號
F3,迪斯可,新北市,奧斯卡(原九重天舞場),4.0,108,220新北市板橋區館前西路139號9 樓
F4,海水浴場,新北市,白沙灣海水浴場,4.5,1671,新北市白沙灣海水浴場
F4,海水浴場,新北市,沙崙海水浴場,4.3,1345,新北市沙崙海水浴場
F4,海水浴場,新北市,淺水灣,4.3,10707,252新北市三芝區北勢子2 1號法亞咖啡廚房
F4,海水浴場,新北市,萬里海水浴場,4.0,157,207新北市萬里區萬里海水浴場
F4,海水浴場,新北市,白沙灣海水浴場,4.7,124,253新北市石門區
F4,海水浴場,新北市,洲子灣海水浴場,3.3,111,251新北市淡水區洲子灣海水浴場
F4,海水浴場,新北市,萬里海水浴場,4.1,330,207新北市萬里區瑪練路264號萬里海水浴場
F4,海水浴場,新北市,福隆海水浴場,4.2,6820,228新北市貢寮區福隆海水浴場
F4,海水浴場,新北市,金沙灣海濱公園,4.3,3430,228新北市貢寮區和美街72號
F4,海水浴場,新北市,白沙灣遊憩區,4.3,1999,新北市白沙灣遊憩區
F4,海水浴場,新北市,翡翠灣海水浴場,3.9,287,新北市翡翠灣海水浴場
F4,海水浴場,新北市,林口頂寮沙灘,4.3,382,244新北市林口區
F4,海水浴場,新北市,北海岸觀音山國家風景區,4.4,1457,253新北市石門區下員坑路33之6號
F4,海水浴場,新北市,八里北堤沙灘,4.4,417,249新北市八里區挖子尾街1號
F4,海水浴場,新北市,國聖埔海灘,4.1,321,207新北市萬里區北部濱海公路國聖埔海灘
F4,海水浴場,新北市,下寮海灘,4.1,225,207新北市萬里區下寮牽罟下寮海灘
F4,海水浴場,新北市,龍洞四季灣,3.8,774,228新北市貢寮區和美街48號 龍洞四季灣
F4,海水浴場,新北市,麟山鼻沙灘區,4.6,156,253新北市石門區
F4,海水浴場,新北市,藍灣海濱休憩園區(鹽寮海濱公園),4.0,1798,228新北市貢寮區研海街45號
F4,海水浴場,新北市,金山老街 海邊 沙灘,4.5,121,208新北市金山區磺港路326號
F4,海水浴場,新北市,滬尾石滬 淡水,4.4,1059,251新北市淡水區觀海路251號
F4,海水浴場,新北市,瑞濱海灘,4.0,146,224新北市瑞芳區瑞濱海灘
F4,海水浴場,新北市,八里渡船頭兒童沙灘,4.1,151,249新北市八里區249台灣新北市八里區渡船頭街渡船頭街21巷
F4,海水浴場,新北市,福容大飯店 福隆／海洋溫泉,4.4,7342,228新北市貢寮區福隆街41號
F4,海水浴場,新北市,麟山鼻遊憩區,4.4,1003,253新北市石門區下員坑15號
F4,海水浴場,新北市,六塊厝漁港,4.3,945,新北市淡水區
F4,海水浴場,新北市,白沙灣遊客中心,4.3,495,253新北市石門區德茂里
F4,海水浴場,新北市,石門洞,4.3,12187,253新北市石門區中央路
F4,海灘,新北市,燭台沙灘,4.6,424,208新北市金山區
F4,海灘,新北市,望海巷,4.5,308,202新北市瑞芳區北部濱海公路377號
F4,海灘,新北市,神秘海岸,4.8,351,208新北市金山區公園路金山海濱公園
F4,海灘,新北市,老梅沙灘,4.4,953,253新北市石門區楓林路
F4,海灘,新北市,淡海觀浪處,4.4,278,251新北市淡水區91-4
F4,海灘,新北市,水尾漁港（神秘海岸）,4.3,1730,208新北市金山區民生路2號
F4,海灘,新北市,白宮行舘沙灘溫泉度假村,4.2,5196,207新北市萬里區瑪鋉路264號
F4,海灘,新北市,中角灣,4.3,2038,208新北市金山區萬壽里海興路180之3號
F4,海灘,新北市,加投下寮海灘,4.3,129,"Unnamed Rd, 萬里區新北市207"
F4,海灘,新北市,中角海濱公園,4.3,809,208新北市金山區淡金公路39K號
F4,海灘,新北市,老梅綠石槽,4.3,14711,253新北市石門區
F4,海灘,新北市,跳石海岸,4.5,1740,208新北市金山區北部濱海公路
F4,海灘,新北市,麟山鼻漁港 藻礁海岸,4.5,275,253新北市石門區
F4,海灘,新北市,金山海濱公園,4.4,2139,208新北市金山區公園路
F4,海灘,新北市,南灣頭濱海步道,4.1,1293,249新北市八里區西部濱海公路30號
F4,海灘,新北市,19庄-海景庄園,4.0,213,252新北市三芝區北勢子19號
F4,海灘,新北市,金山風景區,4.5,280,208新北市金山區
F4,海灘,新北市,北海岸遊憩探索館,3.9,374,253新北市石門區德茂里號
F4,海灘,新北市,南雅海岸,4.5,101,224新北市瑞芳區
F4,海灘,新北市,金山一線天,4.6,445,208新北市金山區
F4,海灘,新北市,中角灣國際衝浪基地,4.2,170,208新北市金山區北部濱海公路172號
F4,海灘,新北市,半島秘境-白沙灣濱海民宿,3.8,869,253新北市石門區下員坑15 號
F4,海灘,新北市,白沙灣觀景臺,4.6,175,"Unnamed Rd, 石門區新北市253"
F4,海灘,新北市,芝蘭公園,4.2,5276,252新北市三芝區淡金公路& 大湖路
F4,渡假村,新北市,陽明山天籟渡假酒店 Yangmingshan Tien Lai Resort & Spa,4.2,5587,208新北市金山區名流路1-7號
F4,渡假村,新北市,馥蘭朵烏來渡假酒店,4.3,4052,233新北市烏來區新烏路五段176號
F4,渡假村,新北市,八煙溫泉會館,3.9,2082,208新北市金山區陽金公路35號
F4,游泳池,新北市,水藍天游泳館,4.1,1036,235新北市中和區新民街90號
F4,游泳池,新北市,新北市淡水國民運動中心,4.5,3984,251新北市淡水區中山北路二段381巷2號
F4,游泳池,新北市,新北市中和國民運動中心,4.2,3535,235新北市中和區錦和路
F4,游泳池,新北市,大新店游泳池,3.8,1900,231新北市新店區環河路112-1號
F4,游泳池,新北市,鑫北一游泳館,4.3,1283,235新北市中和區興南路二段347-1號
F4,游泳池,新北市,新北市汐止國民運動中心,4.4,2274,221新北市汐止區汐科路321號
F4,游泳池,新北市,新北市新莊國民運動中心,4.3,4415,242新北市新莊區公園路11號
F4,游泳池,新北市,新北市永和國民運動中心,4.3,4875,234新北市永和區永利路250號
F4,游泳池,新北市,新北市泰山國民運動中心,4.3,2282,243新北市泰山區全興路167號
F4,游泳池,新北市,新北市板橋國民運動中心,4.3,4117,220新北市板橋區智樂路6號
F4,游泳池,新北市,碧海運動休閒會館,4.0,177,242新北市新莊區龍安路249巷1號
F4,游泳池,新北市,新北市土城國民運動中心,4.3,4335,236新北市土城區金城路二段247-1號
F4,游泳池,新北市,林口國民運動中心,4.5,1804,244新北市林口區文化二路二段299號
F4,游泳池,新北市,新北市樹林國民運動中心,4.2,2659,23867新北市樹林區中正路188-6號
F4,游泳池,新北市,新北市新店國民運動中心,3.9,1220,231新北市新店區北新路一段88巷12號
F4,游泳池,新北市,新泰游泳池,3.7,396,242新北市新莊區新泰路502巷1號
F4,游泳池,新北市,新北市蘆洲國民運動中心,4.2,2722,247新北市蘆洲區長樂路235-1號
F4,游泳池,新北市,新北市三峽國民運動中心,4.2,1443,23741新北市三峽區文化路210巷12號
F4,游泳池,新北市,新店建國游泳池-附設健身區,4.1,436,231新北市新店區建國路58號
F4,游泳池,新北市,中和國民運動中心游泳池,3.9,548,235新北市中和區錦和路350之1號
F4,游泳池,新北市,恆毅中學室內雙溫水游泳池,4.2,201,242新北市新莊區公園路164巷
F4,游泳池,新北市,無極限游泳學校-秀山水陸教學中心,4.0,376,235新北市中和區立人街2號
F4,游泳池,新北市,江翠國中運動中心 | 游泳池 | 健身房 | 網球場 | 增肌減脂 | 泳訓 | 舞蹈 |懸吊 | 肌力 | 瑜伽 | 有氧,4.0,427,220新北市板橋區松江街61號
F4,游泳池,新北市,日本伊藤萬游泳學校(新北景新校),4.6,188,235新北市中和區景新街467巷37號
F4,游泳池,新北市,日本伊藤萬游泳學校(新莊中正校),4.6,156,242新北市新莊區中正路425號2樓
F4,游泳池,新北市,新北市五股國民運動中心,4.5,1024,248新北市五股區成泰路三段296號
F4,游泳池,新北市,土城綜合體育場,4.3,2057,236新北市土城區裕民路193之1號
F4,游泳池,新北市,威湧運動俱樂部,3.4,214,242新北市新莊區龍安路249巷1號
F4,游泳池,新北市,新北高中游泳池,4.4,231,241新北市三重區三信路1號
F4,游泳池,新北市,大同山室內游泳池,4.3,113,238新北市樹林區保安街二段45巷53號
F4,游泳池,新北市,家族寶貝游學館,4.9,869,241新北市三重區三陽路102號
F4,游泳池,新北市,新北市汐止公共游泳池,3.9,168,221新北市汐止區忠孝東路9號
F4,游泳池,新北市,板樹體育館,4.1,2187,220新北市板橋區溪城路90號
F4,游泳池,新北市,板橋高中溫水游泳池,3.9,126,220新北市板橋區公館街18-1號
F4,游泳池,新北市,三重商工溫水游泳池&籃球場,4.0,192,241新北市三重區中正北路163號
F4,游泳池,新北市,愛游泳嬰兒spa 蘆洲區寶寶游泳,4.9,240,247新北市蘆洲區光榮路120巷22弄34號1樓
F5,博物館,新北市,新北市立黃金博物館,4.2,18673,224新北市瑞芳區金光路8號
F5,博物館,新北市,新北市立鶯歌陶瓷博物館,4.4,13999,239218新北市鶯歌區文化路200號
F5,博物館,新北市,新北市立十三行博物館,4.3,13900,249005新北市八里區博物館路200號
F5,博物館,新北市,新北市美術館,3.9,7501,239新北市鶯歌區館前路300號
F5,博物館,新北市,菁桐礦業生活館,4.2,206,226新北市平溪區菁桐街117號
F5,博物館,新北市,世界宗教博物館,4.6,1480,234新北市永和區中山路一段236號7樓
F5,博物館,新北市,三峽歷史文物館(原三峽街役場),4.0,230,237新北市三峽區中山路18號
F5,博物館,新北市,猴硐煤礦博物園區,4.5,709,224新北市瑞芳區柴寮路42號
F5,博物館,新北市,淡江大學海事博物館,4.5,192,251新北市淡水區英專路151號海事博物館
F5,博物館,新北市,新北市立淡水古蹟博物館行政中心（辦公室，非參觀館所）,4.2,180,251新北市淡水區中正路一段6巷32-2號
F5,博物館,新北市,新平溪煤礦博物園區,4.3,1411,226新北市平溪區
F5,博物館,新北市,楊三郎美術館,4.4,489,234新北市永和區博愛街7號
F5,博物館,新北市,九份金礦博物館（需事先預約，Reservation Only!）,4.3,1243,224新北市瑞芳區石碑巷66號
F5,博物館,新北市,府中15,4.5,1383,220新北市板橋區府中路15號
F5,博物館,新北市,新北市立圖書館新店文史館,4.5,123,231新北市新店區北新路一段92號
F5,博物館,新北市,台灣玩具博物館,4.5,1958,220新北市板橋區中正路435號
F5,博物館,新北市,李梅樹紀念館,4.5,653,237新北市三峽區中華路43巷10號
F5,博物館,新北市,山城美館,4.3,300,224新北市瑞芳區輕便路117號之2
F5,博物館,新北市,國立臺灣藝術大學有章藝術博物館,4.3,105,220新北市板橋區大觀路一段59號
F5,博物館,新北市,泰山區娃娃產業文化館,4.2,626,243新北市泰山區楓江路26巷26號4樓
F5,博物館,新北市,前清淡水關稅務司官邸(小白宮),4.2,4421,251新北市淡水區真理街15號
F5,博物館,新北市,黃金館,4.3,263,224新北市瑞芳區
F5,博物館,新北市,齊柏林空間,4.9,1392,25158新北市淡水區中正路316-1號
F5,博物館,新北市,朱銘美術館,4.6,6825,208新北市金山區西勢湖2號
F5,觀景台,新北市,新北市政府大樓觀景瞭望台,4.3,1274,220新北市板橋區中山路一段161號32F
F5,觀景台,新北市,大同山觀景台,4.5,384,新北市樹林區
F5,觀景台,新北市,樹林觀景平台,4.1,115,238新北市樹林區北75鄉道67號
F5,觀光碼頭,新北市,漁人碼頭,4.6,191,251新北市淡水區觀海路
F5,觀光碼頭,新北市,淡水漁人碼頭觀景平台,4.3,4511,251新北市淡水區觀海路199號
F5,觀光碼頭,新北市,淡水漁人碼頭,4.4,1699,251新北市淡水區觀海路
F5,觀光碼頭,新北市,淡水漁人碼頭 木棧道,4.6,144,251新北市淡水區觀海路135號
F5,觀光碼頭,新北市,八里風帆碼頭,4.2,1220,249新北市八里區忠五街
F6,遊樂園,新北市,愛寶兒雲夢樂園Babeland《新莊親子樂園｜派對抓周包場｜幼兒園校外教學｜親子活動空間｜企業親子日活動｜親子職人活動異業合作｜》,5.0,989,242新北市新莊區幸福路763號B1
F6,遊樂園,新北市,建築樂園HIGH5 - 中和環球館,4.8,5245,235新北市中和區中山路三段122號中和環球購物中心3F
F6,遊樂園,新北市,喵星球親子樂園 板橋南雅旗艦店,4.8,15406,220新北市板橋區南雅南路一段8號1號樓之8
F6,遊樂園,新北市,樂米樂園 LoveMe Land 樹林秀泰店 （樹林秀泰生活）,4.9,6575,238新北市樹林區樹新路40-6號6樓
F6,遊樂園,新北市,海洋星球樂園-新店旗艦店,4.9,9777,231017新北市新店區中興路二段196號1樓
F6,遊樂園,新北市,新北大都會公園熊猴森樂園,4.6,6418,241新北市三重區水漾路一段
F6,遊樂園,新北市,追風奇幻島-汐止店,4.1,1617,221新北市汐止區新台五路一段93號3F
F6,遊樂園,新北市,熊嗨星樂園(蘆洲光華店),4.8,17443,247新北市蘆洲區光華路185號
F6,遊樂園,新北市,奇樂多遊樂園-淡水店,4.3,101,25172新北市淡水區中正路一段2號2號廣場樓 禮萊
F6,遊樂園,新北市,PaPark爬爬客親子樂園-土城日月光店 (改裝中預計1/21 Reopen),4.7,1007,236新北市土城區學府路二段210號B2
F6,遊樂園,新北市,優品娃娃親子遊樂園新北永和店,4.7,2237,234新北市永和區中正路233號1F
F6,遊樂園,新北市,E7PLAY 新莊館,4.2,1895,242新北市新莊區民安路188巷5號7F+8F
F6,遊樂園,新北市,E7PLAY三重館,4.3,11213,241新北市三重區中央南路63-1號B1~B3
F6,遊樂園,新北市,樂甜釣蝦(兒童親子體驗.釣蝦樂園),5.0,412,243新北市泰山區文程路23號
F6,遊樂園,新北市,奇樂多遊樂園-林口店(原眠羊星樂園),4.2,532,244新北市林口區文化三路一段402巷2號3樓
F6,遊樂園,新北市,夾子園三重旗艦店,4.6,4650,241新北市三重區重新路5段609巷10-10號
F6,遊樂園,新北市,雲仙樂園,3.8,4729,233新北市烏來區瀑布路1-1號
F6,遊樂園,新北市,夾子園中和城堡店,4.7,8177,235新北市中和區中正路305號
F6,遊樂園,新北市,花枝遊戲｜親子食玩樂園｜林口旗艦店,4.8,3497,244新北市林口區中山路71-8號
F6,遊樂園,新北市,樂遊天地,4.2,214,241新北市三重區疏洪五路二段
F6,遊樂園,新北市,淡水豬豬寶貝親子遊樂園,4.1,109,251新北市淡水區公明街26-1號
F6,遊樂園,新北市,恐龍園區公園,3.8,1529,235新北市中和區華中橋
F6,遊樂園,新北市,夾子園新莊旗艦店,4.3,2306,242新北市新莊區幸福路738-1號
F6,遊樂園,新北市,開心Go 樹林中山店,4.8,1657,238新北市樹林區中山路一段48號
F6,遊樂園,新北市,樹林 興仁花園夜市,4.2,25213,238新北市樹林區保安街二段70號
F6,水族館,新北市,魚淼水族,4.9,125,24864新北市五股區芳洲五路90號1樓
